property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
59447,-37.81354523,145.2006989,15 Thomas Street,MITCHAM,PORT PHILLIP ,19900,0.91,31,1
87886,-37.934015,145.010291,64 Ludstone Street,HAMPTON,WYNDHAM ,19949,0.89,no direct trip is available,0
3549,-37.809707,144.89075400000004,44 Mackay Street,YARRAVILLE,MITCHELL ,19997,0.44,no direct trip is available,0
43753,-37.717085,145.08794,38 Webster Crescent,WATSONIA,MANNINGHAM ,19984,0.77,42,1
35582,-37.719291,145.009274,79 Howard Street,RESERVOIR,EAST GIPPSLAND ,20010,0.33,40,1
20691,-37.762347,144.957239,19 Davison Street,BRUNSWICK,MARIBYRNONG ,19967,0.33,18,1
13072,-37.72383881,144.76734919999996,4 Basalt Court,DELAHEY,BULOKE ,20001,2.4,31,1
23894,-37.699663,144.971936,10 Preston Street,FAWKNER,MONASH ,19961,1.16,30,1
88497,-37.949768,145.027361,15 Nicol Street,HIGHETT,GREATER DANDENONG ,19872,1.28,37,1
52288,-37.8162032,145.0065978,130 Somerset Street,RICHMOND,EAST GIPPSLAND ,19906,1.27,8,1
43167,-37.72271,145.079759,46 Fairlie Avenue,MACLEOD,WANGARATTA ,19983,1.0,39,1
78188,-37.92912674,145.2014465,54 Grantham Terrace,MULGRAVE,MACEDON RANGES ,19891,4.56,38,1
61523,-37.807704,145.224774,2/7 William Street,RINGWOOD,MACEDON RANGES ,19902,0.98,34,1
49033,-37.808726,145.078246,145 Gordon Street,BALWYN,HOBSONS BAY ,19893,1.77,20,1
40542,-37.707564,145.067226,4 Carr Court,BUNDOORA,WODONGA ,19984,1.51,42,1
20769,-37.75630951,144.9586334,20 Murdock Street,BRUNSWICK,MARIBYRNONG ,19966,0.35,21,1
41762,-37.738043,145.088549,19 O'Donnell Street,VIEWBANK,MANNINGHAM ,19936,2.04,36,1
3884,-37.814566,144.88646599999996,8 Free Street,YARRAVILLE,MITCHELL ,19996,0.34,no direct trip is available,0
40504,-37.690868,145.04423799999995,38 Virginia Crescent,BUNDOORA,WODONGA ,20008,2.88,44,1
5541,-37.79286957,144.8471069,16 Pritchard Avenue,BRAYBROOK,HUME ,20021,1.34,20,1
20769,-37.75630951,144.9586334,20 Murdock Street,BRUNSWICK,MARIBYRNONG ,19966,0.35,21,1
41762,-37.738043,145.088549,19 O'Donnell Street,VIEWBANK,MANNINGHAM ,19936,2.04,36,1
3884,-37.814566,144.886466,8 Free Street,YARRAVILLE,MITCHELL ,19996,0.34,no direct trip is available,0
40504,-37.690868,145.044238,38 Virginia Crescent,BUNDOORA,WODONGA ,20008,2.88,44,1
5541,-37.79286957,144.8471069,16 Pritchard Avenue,BRAYBROOK,HUME ,20021,1.34,20,1
6904,-37.791553,144.838833,63 Parsons Street,SUNSHINE,KNOX ,20021,0.62,20,1
17666,-37.69701,144.92986,74 Daley Street,GLENROY,WYNDHAM ,20031,1.25,30,1
63134,-37.82666,145.238802,9 Dresden Avenue,HEATHMONT,HORSHAM ,19871,0.54,37,1
65809,-37.774279,145.308243,15 Wallace Way,MOOROOLBARK,WEST WIMMERA ,19877,1.22,46,1
62057,-37.806381,145.22935,5 Kennedy Avenue,RINGWOOD,MACEDON RANGES ,19902,1.06,34,1
87658,-37.935738,145.001339,36 Grenville Street,HAMPTON,WYNDHAM ,19949,0.25,no direct trip is available,0
6860,-37.786538,144.836002,6 Centre Street,SUNSHINE,KNOX ,20021,0.35,20,1
32214,-37.747145,144.984374,2/22 Goodwin Street,PRESTON,BOROONDARA ,20013,1.4,33,1
4388,-37.842391,144.870351,35 Laurie Street,NEWPORT,MANSFIELD ,19994,1.17,no direct trip is available,0
57160,-37.828654,145.083589,21 McGregor Street,CANTERBURY,MELBOURNE ,19893,0.51,20,1
54628,-37.819753,145.023748,58 Denham Street,HAWTHORN,YARRA ,19905,0.24,10,1
1860,-37.812095,144.881652,160 Chirnside Street,KINGSVILLE,ALPINE ,19996,0.84,no direct trip is available,0
54314,-37.818973,145.038366,25 Liddiard Street,HAWTHORN,YARRA ,19904,0.33,12,1
43610,-37.71214,145.086859,23 Elder Street,WATSONIA,MANNINGHAM ,19984,0.3,42,1
97064,-38.017099,145.279957,81 Hinrichsen Drive,HALLAM,GLEN EIRA ,19885,0.9,50,1
55114,-37.840884,145.069534,17 Fairmont Avenue,CAMBERWELL,MELBOURNE ,19851,0.58,21,1
68565,-37.865029,145.026621,5 Railway Avenue,ARMADALE,BRIMBANK ,19944,0.27,18,1
73303,-37.857788,145.281398,22 Warbler Court,BORONIA,TOWONG ,19869,0.4,44,1
71594,-37.85876465,145.2385712,49 Brentwood Drive,WANTIRNA,CENTRAL GOLDFIELDS ,19870,3.22,41,1
84959,-37.879819,144.985942,43 John Street,ELWOOD,MORELAND ,19955,0.93,no direct trip is available,0
16293,-37.708908,144.903791,103 Loongana Avenue,GLENROY,WYNDHAM ,20032,1.28,28,1
26688,-37.601903,144.925843,38 Farnborough Avenue,CRAIGIEBURN,YARRA RANGES ,40221,1.54,41,1
31676,-37.73449,145.03188,10 Oak Street,PRESTON,BOROONDARA ,20011,2.65,37,1
81861,-38.001451,145.243202,18 McLennan Street,EUMEMMERRING,PYRENEES ,19885,2.95,50,1
55934,-37.841607,145.088208,78 Ellsworth Crescent,CAMBERWELL,MELBOURNE ,19850,1.14,23,1
53743,-37.813176,145.003788,76 Lincoln Street,RICHMOND,EAST GIPPSLAND ,19977,1.04,15,1
64198,-37.775474,145.29599,3 Savaris Court,CROYDON,CARDINIA ,19877,1.78,46,1
76948,-37.92245,145.126254,64 Kanooka Grove,CLAYTON,HINDMARSH ,19915,0.56,31,1
16652,-37.695788,144.919549,176 Daley Street,GLENROY,WYNDHAM ,20031,0.33,30,1
47167,-37.710684,145.154489,4/21 Grove Street,ELTHAM,FRANKSTON ,19987,0.67,52,1
83022,-37.885772,145.245581,123 Harley Street North,KNOXFIELD,SOUTHERN GRAMPIANS ,19868,4.39,46,1
2781,-37.81705,144.887465,125 Simpson Street,YARRAVILLE,MITCHELL ,19996,0.25,no direct trip is available,0
70768,-37.884784,145.106042,4 Celia Court,CHADSTONE,MELTON ,19840,1.35,no direct trip is available,0
17150,-37.69872,144.916795,38 Hartington Street,GLENROY,WYNDHAM ,20031,0.41,30,1
28296,-37.79436111,144.9771729,43 Westgarth Street,FITZROY,NILLUMBIK ,19975,1.61,18,1
56109,-37.848910000000004,145.118803,10 Delany Avenue,BURWOOD,MARIBYRNONG ,19840,2.81,no direct trip is available,0
61533,-37.820386,145.23899,20 Heathmont Road,RINGWOOD,MACEDON RANGES ,19871,1.01,37,1
70849,-37.8890686,145.1011353,6 Outlook Court,CHADSTONE,MELTON ,19917,1.69,26,1
18274,-37.670941,144.922614,16 Lilliput Street,BROADMEADOWS,WODONGA ,44817,1.15,35,1
25091,-37.609827,144.925665,11 Cardiff Court,CRAIGIEBURN,YARRA RANGES ,40221,1.79,41,1
9177,-37.881785,144.751758,76 St Anthony Court,SEABROOK,MACEDON RANGES ,46468,1.38,no direct trip is available,0
73216,-37.866931,145.279214,2/31 Narcissus Avenue,BORONIA,TOWONG ,19869,0.85,44,1
45452,-37.69139099,145.0950775,7 Vabiro Court,GREENSBOROUGH,GLEN EIRA ,19985,1.82,46,1
20468,-37.765391,144.971233,13 Overend Street,BRUNSWICK,MARIBYRNONG ,19967,1.04,18,1
24240,-37.70895,144.96585,26 Piper Street,FAWKNER,MONASH ,19962,0.79,28,1
91834,-37.98464966,145.0511475,81 Bonanza Road,BEAUMARIS,TOWONG ,19865,1.27,43,1
67522,-37.741308,145.348408,5 Glencoe Place,LILYDALE,FRANKSTON ,19876,1.58,51,1
64450,-37.799045,145.273344,4/17 Wicklow Avenue,CROYDON,CARDINIA ,19878,0.75,42,1
44857,-37.698037,145.128584,3 Perrumba Street,GREENSBOROUGH,GLEN EIRA ,19985,1.91,46,1
48428,-37.804895,145.043037,40 Belmont Avenue,KEW,SOUTH GIPPSLAND ,19904,1.93,12,1
39226,-37.754404,145.035995,46 Perkins Avenue,BELLFIELD,MITCHELL ,19933,1.81,30,1
79148,-37.956087,145.150106,5 Boonah Street,SPRINGVALE,GREATER BENDIGO ,19913,0.79,36,1
22279,-37.734407,144.950927,21 Bishop Street,COBURG,MOONEE VALLEY ,19964,1.05,25,1
38022,-37.781416,145.020796,16 Broomfield Avenue,ALPHINGTON,BANYULE ,19930,0.42,26,1
7398,-37.736603,144.82398,3 McGrath Close,KEALBA,BASS COAST ,20002,2.3,28,1
90592,-37.96417618,145.0523377,35 Churchill Avenue,CHELTENHAM,YARRA RANGES ,19866,0.34,40,1
74052,-37.861809,145.264874,9 / 23 Dixon Court,BORONIA,TOWONG ,19869,1.72,44,1
62809,-37.827746,145.247738,2A Allens Road,HEATHMONT,HORSHAM ,19871,0.29,37,1
7820,-37.778915,144.804116,29 Helene Street,ARDEER,SWAN HILL ,20004,1.82,23,1
60896,-37.84506989,145.1824188,69 Stevens Road,VERMONT,CENTRAL GOLDFIELDS ,19899,2.8,28,1
25868,-37.60367966,144.9407806,2 Winton Court,CRAIGIEBURN,YARRA RANGES ,40221,0.31,41,1
26791,-37.587563,144.933322,4 Heathwood Close,CRAIGIEBURN,YARRA RANGES ,40221,1.82,41,1
82911,-37.904112,145.272981,83 Langhorne Crescent,ROWVILLE,BALLARAT ,19868,3.17,46,1
37814,-37.62762,145.039374,86 Hayston Boulevard,EPPING,FRANKSTON ,20005,2.88,51,1
75422,-37.903502,145.068208,7 Victory Street,MURRUMBEENA,MOIRA ,19918,1.27,24,1
36319,-37.67274475,145.0421295,24 Dallas Drive,LALOR,KINGSTON ,20006,2.33,48,1
54470,-37.834606,145.042426,394 Auburn Road,HAWTHORN,YARRA ,19910,0.98,no direct trip is available,1
42785,-37.719671,145.091584,11 Kentwood Road,MACLEOD,WANGARATTA ,19984,1.19,42,1
73466,-37.859754,145.27747,3 Laurel Avenue,BORONIA,TOWONG ,19869,0.61,44,1
77605,-37.9299,145.171634,19 Gregory Crescent,MULGRAVE,MACEDON RANGES ,19913,2.7,36,1
61979,-37.786556,145.25201,41 Mundara Drive,RINGWOOD,MACEDON RANGES ,19878,2.7,42,1
60050,-37.81271,145.186174,5 Bruce Street,MITCHAM,PORT PHILLIP ,19900,0.78,31,1
24261,-37.717956,144.970815,29 Argyle Street,FAWKNER,MONASH ,19963,0.9,27,1
48583,-37.800208,145.048076,577 High Street,KEW EAST,SOUTH GIPPSLAND ,19903,2.48,14,1
17940,-37.666319,144.928094,1 Selby Street,DALLAS,MOORABOOL ,44817,0.62,35,1
8164,-37.754142,144.793555,17 Billy Buttons Ave,CAIRNLEA,YARRA RANGES ,20002,1.18,28,1
48406,-37.8021124,145.0428973,4 Hummingbird Lane,KEW,SOUTH GIPPSLAND ,19904,2.23,12,1
19383,-37.663095,144.936329,27 Warne Street,COOLAROO,COLAC-OTWAY ,44817,0.93,35,1
28334,-37.805238,144.973931,52 Nicholson Street,FITZROY,NILLUMBIK ,19843,0.65,2,1
88841,-37.945367,145.032162,39 Spring Road,HIGHETT,GREATER DANDENONG ,19872,0.92,37,1
14144,-37.748702,144.916413,25 Mackay Street,ESSENDON,NILLUMBIK ,20036,0.43,19,1
54241,-37.814027,145.024934,20 Edgerton Street,HAWTHORN,YARRA ,19905,0.89,10,1
30556,-37.755123,145.000316,10 Plow Street,THORNBURY,LATROBE ,20014,0.15,31,1
43699,-37.704657,145.085717,3 Peters Street,WATSONIA,MANNINGHAM ,19984,0.72,42,1
67377,-37.7538147,145.3362885,34 Rouke Street,LILYDALE,FRANKSTON ,19876,1.02,51,1
57816,-37.815369,145.1417,20 Patricia Road,BLACKBURN,GREATER GEELONG ,19897,0.61,27,1
83620,-37.850863,145.004343,19 Wrights Terrace,PRAHRAN,BOROONDARA ,19947,0.72,12,1
48979,-37.817444,145.083143,12 Vauxhall Road,BALWYN,HOBSONS BAY ,19893,0.8,20,1
13414,-37.70984268,144.7749939,7 Moonlight Terrace,SYDENHAM,HEPBURN ,20000,0.97,34,1
85634,-37.888269,145.006483,42 Downshire Road,ELSTERNWICK,MORELAND ,19954,0.63,no direct trip is available,0
48332,-37.805463,145.045849,34 Uvadale Grove,KEW,SOUTH GIPPSLAND ,19903,1.89,14,1
73554,-37.859373,145.262232,320 Boronia Road,BORONIA,TOWONG ,19869,1.95,44,1
43967,-37.701424,145.123049,1 Greenview Court,GREENSBOROUGH,GLEN EIRA ,19985,1.33,46,1
40777,-37.690577,145.072782,5 Lynch Avenue,BUNDOORA,WODONGA ,19984,2.47,42,1
74201,-37.90256882,145.3159638,19 Mary Street,UPWEY,COLAC-OTWAY ,19867,1.33,49,1
72068,-37.84305954,145.2635803,16 Alwyn Street,BAYSWATER,INDIGO ,19870,0.43,41,1
28246,-37.794992,144.976954,33 Leicester Street,FITZROY,NILLUMBIK ,19975,1.61,18,1
12260,-37.722781,144.767127,13 Basalt Court,DELAHEY,BULOKE ,20001,2.45,31,1
65547,-37.772209,145.314479,1 Shadowplay Road,MOOROOLBARK,WEST WIMMERA ,19877,1.41,46,1
81993,-37.989935,145.241967,24 Ti Tree Drive,DOVETON,HINDMARSH ,19888,2.83,46,1
34038,-37.725718,144.987896,18 Corben Street,RESERVOIR,EAST GIPPSLAND ,20011,1.34,37,1
79959,-37.991625,145.186141,24 Finchaven Avenue,KEYSBOROUGH,KINGSTON ,19889,1.56,42,1
73777,-37.8618,145.293619,5 Moroney Street,BORONIA,TOWONG ,19869,0.83,44,1
61995,-37.792722,145.254903,44 Highland Boulevard,RINGWOOD,MACEDON RANGES ,19879,2.18,38,1
92746,-37.997016,145.086033,15 Mac Crescent,PARKDALE,STONNINGTON ,19864,0.96,45,1
69091,-37.850679,145.041132,33A Cressy Street,MALVERN,BAW BAW ,19911,0.16,no direct trip is available,1
87718,-37.941555,145.022423,41 Thorburn Road,HAMPTON,WYNDHAM ,19937,1.49,34,1
52014,-37.8213752,144.996249,1 & 3 The Vaucluse,RICHMOND,EAST GIPPSLAND ,19907,0.56,no direct trip is available,1
33638,-37.695032,145.010461,1101 High Street,RESERVOIR,EAST GIPPSLAND ,20008,0.13,44,1
8668,-37.750992,144.747326,8 Niewand Avenue,BURNSIDE,MOYNE ,20002,4.69,28,1
55493,-37.844792,145.081108,3/41 Glencairn Avenue,CAMBERWELL,MELBOURNE ,19850,0.5,23,1
66784,-37.761504,145.318222,96 Partridge Way,MOOROOLBARK,WEST WIMMERA ,19877,2.64,46,1
32141,-37.750619,144.986144,192 Miller Street,PRESTON,BOROONDARA ,20014,1.2,31,1
54910,-37.837663,145.066184,11 Bellett Street,CAMBERWELL,MELBOURNE ,19851,0.42,21,1
87789,-37.931733,144.99428,5 Lorraine Street,HAMPTON,WYNDHAM ,19950,0.74,no direct trip is available,0
67672,-37.741418,145.345826,72 The Gateway,LILYDALE,FRANKSTON ,19876,1.58,51,1
42148,-37.754528,145.066615,37 Darebin Street,HEIDELBERG,MONASH ,19935,0.59,34,1
30932,-37.756126,144.984476,205A Smith Street,THORNBURY,LATROBE ,20014,1.25,31,1
42828,-37.714739,145.061967,136 Main Drive,MACLEOD,WANGARATTA ,19983,1.41,39,1
3921,-37.81723,144.889932,85 Simpson Street,YARRAVILLE,MITCHELL ,19996,0.15,no direct trip is available,0
86444,-37.918069,144.995264,26a Burrows Street,BRIGHTON,HUME ,19951,0.34,no direct trip is available,0
83862,-37.854814,145.003057,31 Bowen Street,PRAHRAN,BOROONDARA ,19957,0.98,no direct trip is available,0
43457,-37.713469,145.092105,12 Cooinda Crescent,WATSONIA,MANNINGHAM ,19984,0.78,42,1
36500,-37.667194,145.030176,51 Burton Street,LALOR,KINGSTON ,20006,1.15,48,1
66639,-37.789073,145.321197,7 Dryden Concourse,MOOROOLBARK,WEST WIMMERA ,19877,0.91,46,1
52175,-37.823795,145.004616,113 Lord Street,RICHMOND,EAST GIPPSLAND ,19906,0.49,8,1
69053,-37.86505508,145.0359802,30 Cummins Grove,MALVERN,BAW BAW ,19944,0.6,18,1
50846,-37.777903,145.11545,15 Somerville Street,DONCASTER,MORELAND ,20042,4.63,22,1
38837,-37.76725,145.0393,33 Livingstone Street,IVANHOE,BASS COAST ,19933,0.57,30,1
50863,-37.78249,145.135338,16 Corella Street,DONCASTER,MORELAND ,20042,4.27,22,1
62152,-37.786119,145.249453,6 Oakleaf Court,RINGWOOD,MACEDON RANGES ,19879,2.88,38,1
24308,-37.708935,144.969696,30 Tucker Street,FAWKNER,MONASH ,19962,1.02,28,1
21966,-37.753556,144.974912,138 The Avenue,COBURG,MOONEE VALLEY ,19966,1.16,21,1
4147,-37.847807,144.866552,15 Rosshire Road,NEWPORT,MANSFIELD ,19994,1.6,no direct trip is available,0
49643,-37.812839,145.093575,6 Hertford Crescent,BALWYN,HOBSONS BAY ,19896,1.28,25,1
38211,-37.78007,145.031578,3 Miller Street,ALPHINGTON,BANYULE ,19931,0.19,28,1
62462,-37.827578,145.245526,1/2 Stoda Street,HEATHMONT,HORSHAM ,19871,0.12,37,1
66188,-37.778139,145.313574,3 Maralinga Terrace,MOOROOLBARK,WEST WIMMERA ,19877,0.74,46,1
4868,-37.868515,144.819556,125 Blyth Street,ALTONA,BRIMBANK ,19925,0.65,no direct trip is available,0
12663,-37.706256,144.76296,21 Chittenup Bend,SYDENHAM,HEPBURN ,20000,1.14,34,1
74123,-37.90675735,145.2816467,15 Rathgar Road,LYSTERFIELD,BALLARAT ,19867,2.76,49,1
459,-37.805657,144.887711,18 Henry Street,SEDDON,EAST GIPPSLAND ,20023,0.48,15,1
64178,-37.804151,145.295213,3 Larissa Court,CROYDON,CARDINIA ,19878,1.61,42,1
89352,-37.959307,145.023963,22-24  Green Parade,SANDRINGHAM,PYRENEES ,19948,1.97,no direct trip is available,0
8326,-37.750411,144.778732,244 Station Road,CAIRNLEA,YARRA RANGES ,20002,1.98,28,1
71388,-37.84770584,145.2342682,3 Hadlow Drive,WANTIRNA,CENTRAL GOLDFIELDS ,19871,2.34,37,1
24868,-37.594139,144.9055,1 Elms Way,CRAIGIEBURN,YARRA RANGES ,40221,3.44,41,1
73461,-37.866236,145.299308,3 Hansen Road,BORONIA,TOWONG ,19869,1.46,44,1
18378,-37.675047,144.937195,2 Benalla Street,DALLAS,MOORABOOL ,19960,1.31,34,1
63917,-37.787121,145.271776,20a Broughton Avenue,CROYDON,CARDINIA ,19878,1.21,42,1
37188,-37.636641,145.043218,28 Ilani Street,EPPING,FRANKSTON ,20005,2.1,51,1
28733,-37.8054012,144.9851906,93 Cambridge Street,COLLINGWOOD,MOONEE VALLEY ,19976,0.76,17,1
81314,-37.978749,145.221268,48 Bruce Street,DANDENONG,CARDINIA ,19888,1.61,46,1
87452,-37.944472,145.007495,19 Karoola Street,HAMPTON,WYNDHAM ,19948,0.7,no direct trip is available,0
46399,-37.706187,145.166422,10 Foster Road,ELTHAM,FRANKSTON ,19987,1.83,52,1
4754,-37.852343,144.872263,11 Eliza Close,WILLIAMSTOWN NORTH,MAROONDAH ,19994,1.46,no direct trip is available,0
31129,-37.763841,145.011529,32 Hammond Street,THORNBURY,LATROBE ,20015,1.27,29,1
85067,-37.887452,144.984949,69 Ormond Esplanade,ELWOOD,MORELAND ,19954,1.43,no direct trip is available,0
47496,-37.707083,145.170955,73 Frank Street,ELTHAM,FRANKSTON ,19987,2.16,52,1
10695,-37.793055,144.9319001,58 Barnett Street,KENSINGTON,SOUTH GIPPSLAND ,20041,0.15,9,1
21876,-37.746182,144.950716,12 Lascelles Street,COBURG,MOONEE VALLEY ,19965,1.19,23,1
83302,-37.882208,145.253076,8 Paperbark Place,KNOXFIELD,SOUTHERN GRAMPIANS ,19869,3.67,44,1
35180,-37.727898,145.030515,54 Crevelli Street,RESERVOIR,EAST GIPPSLAND ,20010,2.41,40,1
34031,-37.706073,145.032848,18 Ayr Street,RESERVOIR,EAST GIPPSLAND ,20009,2.06,41,1
95441,-37.927808,145.03659,3 Atkinson Street,BENTLEIGH,HOBSONS BAY ,19938,0.31,32,1
46041,-37.720656,145.119913,35A Astley Street,MONTMORENCY,PORT PHILLIP ,19986,0.61,48,1
77480,-37.928661,145.200736,13 Miners Court,MULGRAVE,MACEDON RANGES ,19891,4.55,38,1
95529,-37.921333,145.047275,31 Renown Street,BENTLEIGH,HOBSONS BAY ,19939,1.0,30,1
2489,-37.788082,144.875995,74C Norfolk Street,MAIDSTONE,BAW BAW ,20022,1.69,17,1
76007,-37.905866,145.087138,26 Westgate Street,OAKLEIGH,WANGARATTA ,19917,0.62,26,1
29017,-37.799457,144.996803,39 Turner Street,ABBOTSFORD,BANYULE ,19975,0.21,18,1
10396,-37.79542923,144.9326477,31 Hardiman Street,KENSINGTON,SOUTH GIPPSLAND ,20041,0.26,9,1
29739,-37.766047,144.997797,23 Gladstone Avenue,NORTHCOTE,MURRINDINDI ,20015,0.23,29,1
29015,-37.801054,145.000215,38 Valiant Street,ABBOTSFORD,BANYULE ,19975,0.55,18,1
56476,-37.850764,145.11807,262 Burwood Highway,BURWOOD,MARIBYRNONG ,19840,2.6,no direct trip is available,0
12543,-37.70421219,144.762558,2 Brogil Walk,SYDENHAM,HEPBURN ,20000,1.08,34,1
51296,-37.7780304,145.1257019,340 George Street,DONCASTER,MORELAND ,20042,4.6,22,1
68089,-37.8379547,145.0120218,4/1 Robertson Street,TOORAK,MANNINGHAM ,19909,1.0,no direct trip is available,1
32890,-37.742769,145.010358,5 Patterson Street,PRESTON,BOROONDARA ,20013,0.95,33,1
23575,-37.650238,144.902585,31 Arkley Drive,GREENVALE,HORSHAM ,44817,2.39,35,1
78012,-37.936876,145.209155,4 Blanton Drive,MULGRAVE,MACEDON RANGES ,19890,4.41,41,1
57958,-37.829279,145.1592,3 Cloverlea Court,BLACKBURN,GREATER GEELONG ,19898,1.31,26,1
16326,-37.695818,144.926422,108 View Street,GLENROY,WYNDHAM ,20031,0.93,30,1
1760,-37.811194,144.880982,130 Empress Avenue,KINGSVILLE,ALPINE ,19996,0.94,no direct trip is available,0
81509,-37.97929,145.220082,79 Ann Street,DANDENONG,CARDINIA ,19888,1.5,46,1
73283,-37.84235001,145.2934876,22 Baldwin Avenue,BORONIA,TOWONG ,19869,2.17,44,1
45409,-37.685771,145.114695,7 Diamond Boulevard,GREENSBOROUGH,GLEN EIRA ,19985,2.1,46,1
49248,-37.806529,145.095711,22 Burroughs Road,BALWYN,HOBSONS BAY ,19896,1.68,25,1
26528,-37.571915,144.921423,32 Cradle Mountain Drive,CRAIGIEBURN,YARRA RANGES ,40221,3.85,41,1
96841,-38.01573,145.276837,40 Keppel Drive,HALLAM,GLEN EIRA ,19885,0.66,50,1
71984,-37.8519,145.267297,10A Warrien Court,BAYSWATER,INDIGO ,19870,1.13,41,1
88926,-37.947141,145.025127,50 Ashwood Avenue,HIGHETT,GREATER DANDENONG ,19872,1.48,37,1
89962,-37.963159,145.067587,13 Evergreen Circuit,CHELTENHAM,YARRA RANGES ,19866,1.21,40,1
67575,-37.739322,145.340911,55 Kingsburgh Lane,LILYDALE,FRANKSTON ,19876,1.9,51,1
65073,-37.810339,145.314301,1/9 Graham Avenue,KILSYTH,SURF COAST ,19877,2.85,46,1
3127,-37.823799,144.872049,222 Fogarty Avenue,YARRAVILLE,MITCHELL ,19995,1.44,no direct trip is available,0
70786,-37.87784576,145.0937042,40 Collins Street,CHADSTONE,MELTON ,19839,0.47,no direct trip is available,0
96649,-37.99966431,145.2610169,22 TRIPOLI CRT,HALLAM,GLEN EIRA ,19885,2.15,50,1
73964,-37.859195,145.277567,7/4-6 Laurel Avenue,BORONIA,TOWONG ,19869,0.62,44,1
3504,-37.814721,144.877418,40 Tuppen Street,YARRAVILLE,MITCHELL ,19996,1.11,no direct trip is available,0
5592,-37.78684998,144.8477478,2 Ravenhall st,BRAYBROOK,HUME ,20021,1.32,20,1
26777,-37.606712,144.92361,4 Exmouth Road,CRAIGIEBURN,YARRA RANGES ,40221,1.82,41,1
20907,-37.757112,144.959316,27 Cassels Road,BRUNSWICK,MARIBYRNONG ,19966,0.37,21,1
1400,-37.8053777,144.8933412,73 Pilgrim Street,SEDDON,EAST GIPPSLAND ,20024,0.36,13,1
12534,-37.696611,144.745532,2 Abelia Court,HILLSIDE,GREATER DANDENONG ,20000,2.57,34,1
89103,-37.94602203,145.0083466,10 Francis Street,SANDRINGHAM,PYRENEES ,19948,0.58,no direct trip is available,0
7355,-37.733669,144.822675,26 Calverton Rd,KEALBA,BASS COAST ,20002,2.35,28,1
33957,-37.708017,145.016885,161 Purinuan Road,RESERVOIR,EAST GIPPSLAND ,20009,0.65,41,1
31712,-37.753151,145.018703,11 Adams Street,PRESTON,BOROONDARA ,20014,1.78,31,1
11081,-37.7794582,144.8847611,113 Rosamond Road,MAIDSTONE,BAW BAW ,20027,2.19,no direct trip is available,0
10358,-37.787249,144.925153,3 Clarence Street,FLEMINGTON,WHITTLESEA ,20040,0.34,10,1
82158,-37.991724,145.24155,3A Ti Tree Drive,DOVETON,HINDMARSH ,19888,2.8,46,1
8294,-37.767716,144.782409,23 Dunbarrim Avenue,CAIRNLEA,YARRA RANGES ,20003,2.65,26,1
29470,-37.76661,144.987293,15 Woolhouse Street,NORTHCOTE,MURRINDINDI ,20016,0.79,28,1
89721,-37.950036,145.012271,98 Abbott Street,SANDRINGHAM,PYRENEES ,19948,0.68,no direct trip is available,0
86227,-37.910002,144.988485,17 Chelsea Street,BRIGHTON,HUME ,19951,0.89,no direct trip is available,0
33942,-37.72418976,145.0218201,16 Goulburn Avenue,RESERVOIR,EAST GIPPSLAND ,20010,1.54,40,1
21922,-37.7366,144.971697,13 Farm Road,COBURG,MOONEE VALLEY ,19964,0.85,25,1
94483,-37.907164,145.035247,1 Queen Street,ORMOND,MOIRA ,19940,0.44,28,1
29453,-37.766886,144.998055,15 Beavers Road,NORTHCOTE,MURRINDINDI ,20015,0.32,29,1
74141,-37.908699,145.280143,22 Constance Close,LYSTERFIELD,BALLARAT ,19867,3.0,49,1
54702,-37.822373,145.026564,7/127-129 Power Street,HAWTHORN,YARRA ,19905,0.33,10,1
85059,-37.874983,144.983146,65 Mitford Street,ELWOOD,MORELAND ,19955,1.07,no direct trip is available,0
12955,-37.699776,144.743817,30 Vine Court,HILLSIDE,GREATER DANDENONG ,20000,2.68,34,1
63649,-37.78914261,145.3027344,164 Lincoln Road,CROYDON,CARDINIA ,19877,0.98,46,1
56216,-37.852405,145.120678,14 Wridgway Avenue,BURWOOD,MARIBYRNONG ,19840,2.48,no direct trip is available,0
55775,-37.84273148,145.0733795,53 Fairmont Avenue,CAMBERWELL,MELBOURNE ,19850,0.24,23,1
76974,-37.918468,145.118643,70 Alice Street,CLAYTON,HINDMARSH ,19915,0.71,31,1
24273,-37.714034,144.974733,29 McBryde Street,FAWKNER,MONASH ,19962,1.25,28,1
47539,-37.707577,145.162258,8 Frank Street,ELTHAM,FRANKSTON ,19987,1.43,52,1
75208,-37.900507,145.06908,47 Lindsay Avenue,MURRUMBEENA,MOIRA ,19918,0.98,24,1
79631,-37.995004,145.17394,13 Graham-Michele Place,KEYSBOROUGH,KINGSTON ,19889,2.42,42,1
25752,-37.581437,144.924275,19 Highbury Circuit,CRAIGIEBURN,YARRA RANGES ,40221,2.82,41,1
38008,-37.772148,145.024727,14A Separation Street,FAIRFIELD,NILLUMBIK ,19931,0.9,28,1
3645,-37.821672,144.892056,5/69 Francis Street,YARRAVILLE,MITCHELL ,19996,0.67,no direct trip is available,0
67087,-37.741079,145.34967,16 Glencoe Place,LILYDALE,FRANKSTON ,19876,1.62,51,1
78228,-37.93157,145.193123,6 Ellis Park Avenue,MULGRAVE,MACEDON RANGES ,19891,3.84,38,1
